data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
60981,6-Jul-18,2018,Violence against civilians,Sexual violence,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Economista,"On 6 July 2018, in Tlaquepaque, Jalisco, the body of a young boy was found naked and with mutilated genitals. He had signs of torture and a threatening note was left nearby.",1,1612548866
61052,4-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 4 July 2018, local residents staged a protest and blocked the entrance of a tunnel in Zapopan town in Jalisco state, contesting the new road connection plan. [size=no report]",0,1612548866
61120,2-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,nncMX,"On 2 July 2018, in Tonala, Jalisco state, unidentified men left a dead body wrapped in blankets in Avenida Patria and Rio Nilo in Colonia Villas Oriente. 1 fatality.",1,1612548866
61259,30-Jun-18,2018,Protests,Peaceful protest,Protesters (United States),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 30 June 2018, in Guadalajara, Jalisco state, a dozen American people living in Guadalajara, demonstrated in front of the US consulate, located in Colonia Americana, against the immigration policies of President Donald Trump. [size=a dozen]",0,1612548866
61264,30-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 30 June 2018, at night, unidentified gunmen on motorcycles shot and killed 2 men and injured a third one on a farm in Polanco town of Guadalajara municipality of Jalisco state. Motive unknown.",2,1612548866
61268,30-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 30 June 2018, in Guadalajara, Jalisco state, a man was shot and killed by several armed men who escaped in a van and a motorcycle, in Colonia Santa Cecilia. 1 fatality.",1,1612548866
61339,28-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 28 June 2018, 30 persons members of neighbourhood organisations of the Arcos de Zapopan, Arboledas del Sur de Rafael from Tonala and shop keepers of the historical centre protested in Guadalajara to denounce irregularities in the allocation of selling space in Zapopan and Guadalajara. [size=30]",0,1612548867
61343,28-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 28 June 2018, some tens members of civil society organisations who organised a protest in front of the State office of Conagua in Guadalajara gathered against the 10 decrees signed by the President which protesters consider as a first step towards the privatization of water resources. [size=10]",0,1612548867
61390,27-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 27 June 2018, in Tlaquepaque, Jalisco state, a man was shot and killed while he was walking in Colonia Nueva Santa Maria by several armed men. 1 fatality.",1,1612548867
61401,27-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 27 June 2018, in Zapopan, Jalisco state, two dead bodies were found wrapped in black plastic bags in Colonia El Fortin. 2 fatalities.",2,1612548867
61405,27-Jun-18,2018,Strategic developments,Arrests,Police Forces of Mexico (2012-2018),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Universal (Mexico),"Around 27 June 2018, the police forces and military forces arrested in Zapopan two leaders of the criminal organisation Los Cuinis, considered as the financial armed of the CJNG.",0,1612548867
61421,26-Jun-18,2018,Strategic developments,Arrests,Military Forces of Mexico (2012-2018),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Zeta Tijuana,"On 26 June 2018, in Zapopan, Jalisco state, elements of the Secretariat of National Defense (Sedena) and the Federal Police (PF) arrested the two main national leaders of Los Cuinis gang.",0,1612548867
61488,24-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 24 June 2018, in Tlaquepaque, Jalisco state, a man was found dead in Colonia Guadalupana. The body was found hands and feet tied. 1 fatality.",1,1612548867
61501,24-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 24 June 2018, in Tlaquepaque, Jalisco state, a man was shot dead by three armed men in Colonia San Martin de las Flores de Abajo. 1 fatality.",1,1612548867
61518,23-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 23 June 2018, 950 member of the catholic church marched in Guadalajara to opposed a sculpture merging the Virgen of Guadalupe with the Coatlicue. Some parishioner link the sculpture with high insecurity in Jalisco. [size=950]",0,1612548867
61560,22-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 22 June 2018, in Guadalajara, Jalisco state, a dead body was found wrapped in plastic bags in Lopez de Legazpi. 1 fatality.",1,1612548867
61569,21-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 21 June 2018, more than 60 teachers and workers of the Secretary of Public Education blocked the central offices of the Secretary of Public Education in Zapopan to protest against the non payment of the single compensation and the retroactive raise of salary they obtained in January. [size=60]",0,1612548867
61572,21-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 21 June 2018, in Guadalajara, Jalisco state, three bodies (two men and one woman) were found dead with the ''tiro de gracia'' in Colonia Loma Linda. 3 fatalities.",3,1612548867
61634,20-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 20 June 2018, in Tlaquepaque, Jalisco state, three people were shot by two armed men who entered their house in Colonia La Mezquitera. Two men died and one woman was injured. 2 fatalities.",2,1612548867
61643,20-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Norte,"On 20 June 2018, students from the Audio-visual university marched in Guadalajara in memory of a student killed on 02 June in Juchitan. [size=no report]",0,1612548867
61669,19-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 19 June 2018 (as reported), in Guadalajara, Jalisco state, two men on a motorcycle were shot dead by armed men in a car in a drive-by shooting in Colonia La Joya. 2 fatalities.",2,1612548867
61818,14-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"Around 14 June 2018 (as reported), in Tlaquepaque, Jalisco state, a man was killed and his body was found beheaded with a message in Colonia Residencial La Soledad. His head was found later that day. 1 fatality.",1,1612548868
61862,13-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Animal Politico; AFP; Expansion,"On 13 June 2018, in Guadalajara, Jalisco, 10 persons were wounded and two persons died as a result of an attack by an armed group during the funeral of an alleged member of an organised crime group who died on 10 June in an armed clash. 2 fatalities, 10 injured.",2,1612548868
61872,13-Jun-18,2018,Protests,Protest with intervention,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"On 13 June 2018, residents of the Arboledas Sur neighbourhood were evicted by the municipal police as they held a demonstration and tried to prevent the intervention of the town hall in a wooden area of the neighbourhood in Guadalajara. 9 persons were arrested by law enforcement officers. [size=no report]",0,1612548868
61893,12-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 12 June 2018 (as reported), in Guadalajara, Jalisco state, two people were killed and their bodies were found wrapped in plastic bags in Colonia Heliodoro Hernandez Lozal. 2 fatalities.",2,1612548868
61981,10-Jun-18,2018,Battles,Armed clash,Nueva Plaza Cartel,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio; El Universal (Mexico),"On 10 June 2018, in Guadalajara, Jalisco state, an armed clash occurred between the Nueva Plaza Cartel and the Jalisco New Generation after the death of a member the day before. Police forces intervened and four people were arrested, three members of the organized crime died and three women were freed. 3 fatalities.",3,1612548868
62038,9-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 9 June 2018, 1000 persons and members of the LGBT community marched in Guadalajara to celebrate the LGBT pride. [size=1000]",0,1612548868
62065,8-Jun-18,2018,Violence against civilians,Attack,Police Forces of Mexico (2012-2018),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Sin Embargo,"Around 8 June 2018, a TV reporter was physically threatened by police forces in Tlaquepaque as he was filming a traffic accident. Police forces twisted his arm and put him on the ground; two other journalists suffered the same treatment as they were recording the same scene. No fatality or casualty reported.",0,1612548868
62094,7-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 7 June 2018, in Guadalajara, Jalisco, Judiciary workers impeded the entrance to the judicial council's building to demand a salary increase and adjustment of pension contributions. [size=no report]",0,1612548868
62106,7-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 7 June 2018, in Zapopan, Jalisco, Judiciary workers impeded the entrance to the Judicial City's buildings to demand a salary increase and adjustment of pension contributions. [size=no report]",0,1612548868
62179,5-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"Around 5 June 2018 (as reported), in Guadalajara, protesters blocked Corona and Av. Juarez, to demand for clarification of the overpriced purchase of medicines at the Pensions Institute of Jalisco and to sanction the people involved. Protesters were workers of different dependencies of the City Council of Guadalajara, Zapopan, the Public Prosecutor's Office and the Judiciary. [size=no report]",0,1612548869
62192,5-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 5 June 2018, 200 teachers [size=200] marched and blocked the centre of Guadalajara as part of a protest against the Education reform.",0,1612548869
62260,2-Jun-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 2 June 2018, in Guadalajara, Jalisco, around 10,000 people including members of the LGBT community marched to demand rights for homosexuals and the adoption of a law that recognises people's right to choose their own gender identity. [size=about 10,000]",0,1612548869
62267,2-Jun-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 2 June 2018, in Guadalajara, Jalisco, a civilian was shot in the back of the head while in a restaurant. The dead civilian worked in the town hall and when he was killed he was wearing a T-shirt with the logo of the town hall. 1 fatality.",1,1612548869
62314,1-Jun-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 1 June 2018, in Guadalajara, Jalisco, an inspector of the municipal government was shot and killed by two suspects in the Mercado del Mar area of El Manantial neighbourhood. The victim had a family connection with the MC candidate to the State Government.",1,1612548869
62360,31-May-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 31 May 2018, in Guadalajara, Jalisco, 2 men arrived at a store and shot dead the owner and a worker in Colonia Jardines de la Paz. 2 fatalities.",2,1612548869
62435,30-May-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 30 May 2018, in Tlaquepaque, Jalisco, a man was killed in a drive-by shooting in La Asuncion neighbourhood.",1,1612548869
62439,30-May-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Norte; El Universal (Mexico),"On 30 May 2018, one person was found dead in Valle de los Molinos in Zapopan. This attack is allegedly part of a wave of violence in the area which has been attributed to a dispute between the CJNG and the Nueva Plaza Cartel. 1 fatality.",1,1612548869
62462,29-May-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Norte; El Universal (Mexico),"On 29 May 2018, a shooting occurred in Guadalajara where one person was wounded. This attack is allegedly part of a wave of violence in the area which has been attributed to a dispute between the CJNG and the Nueva Plaza Cartel. No fatality, 1 casualty reported.",0,1612548869
62464,29-May-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Norte; El Universal (Mexico),"On 29 May 2018, several armed individuals shot and killed a man in Tlaquepaque. Several minutes after a similar attack, another person was shot dead. This attack is part of a wave of violence in the area which has been attributed to a dispute between the CJNG and the Nueva Plaza Cartel. 2 fatalities",2,1612548869
