data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
371,18-Feb-21,2021,Protests,Protest with intervention,Protesters (United States),Labour Group (United States),United States,New York,New York,New York City,40.7142,-74.0059,New York Post,"On 18 February 2021, 10 people protested outside an Amazon facility on Linden Boulevard and another facility on Viele Avenue in New York City (New York) against Amazon's anti-union stance. Two protesters were ticketed with trespassing and disorderly conduct. [size=10]",0,1614122725
413,17-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,CBS2 (New York),"On 17 February 2021, people organized by Voices For Seniors protested outside of the US Attorney's Office for the Southern District of New York in New York - Manhattan (New York) over how Governor Cuomo has handled coronavirus pandemic in nursing homes as a new report showed that there was a much higher death toll in nursing homes than his administration reported and protesters called for an investigation. [size=no report]",0,1614122725
481,16-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),SEIU: Service Employees International Union; Labour Group (United States); Fight for 15,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 16 February 2021, fast food workers and members of the 32BJ Service Employees International Union protested at the Charging Bull on Wall Street in New York - Manhattan (New York) as part of a strike demanding a $15 minimum wage. [size=no report]",0,1614122725
536,15-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2021-),United States,New York,New York,New York City,40.7142,-74.0059,Brownstoner; Crowd Counting Consortium,"On 15 February 2021, people and Council Member Carlos Menchaca marched from Foley Square to Attorney General James' office in New York City (New York) in protest of the New York Police Department's (NYPD) working with Immigration and Customs Enforcement (ICE) to apprehend an individual. [size=no report]",0,1614122725
538,15-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States); Teachers (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Indypendent; Twitter,"On 15 February 2021, people and members of Professional Staff Congress at City University of New York (CUNY), a union of faculty and staff, protested outside of CUNY's central office in New York - Manhattan (New York) against the Chancellor's decision to not pay equity increments agreed upon in their contract. [size=no report]",0,1614122725
539,15-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Indypendent; Twitter,"On 15 February 2021, people marched in New York - Manhattan (New York) in solidarity with an immigrant who is at risk of deportation. [size=no report]",0,1614122725
564,15-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),RAR: Rise and Resist,United States,New York,Queens,New York - Queens,40.7308,-73.7958,Indypendent,"On 15 February 2021, about 20 people and members of Rise and Resist protested outside of Lenox Hill Hospital in New York - Queens (New York) against 'medical tourism' or the practice of the wealthy traveling to well funded hospitals to receive the best care while less funded hospitals and low income people lack support, they chanted 'Queens needs hospital beds!' amid the coronavirus pandemic. [size=about 20]",0,1614122725
594,14-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Crowd Counting Consortium; Village Sun,"On 14 February 2021, residents of Robert Fulton House, City Council candidate Marni Halasa, and others protested in Chelsea New York - Manhattan (New York) against the construction of two new housing buildings with lower housing prices because it would require the relocation of current residents to a new building yet to be built as well as potential privatization. [size=no report]",0,1614122725
631,13-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2021-),United States,New York,Queens,New York - Queens,40.7308,-73.7958,Make the Road New York; Twitter,"On 13 February 2021, people and Sen. Gianaris, organized by Make the Road NY rallied in Astoria New York - Queens (New York) calling for lawmakers to support measure S4543 to fund workers who were excluded in coronavirus economic relief. [size=no report]",0,1614122725
698,12-Feb-21,2021,Riots,Violent demonstration,Rioters (United States),African American Group (United States); LGBT (United States); Women (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Yahoo News; Twitter; New York Post; ABC7 (New York),"On 12 February 2021, a group people participated in the Black Trans Liberation rally in East Village in New York - Manhattan (New York). Some demonstrators entered a restaurant and harassed patrons, broke glasses, stole things from inside the restaurant, defaced outdoor booths, and vandalized the outside of the restaurant writing, 'Black Women Matter' and 'Black Kids Matter.' [size=no report]",0,1614122725
741,12-Feb-21,2021,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; LGBT (United States); Women (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; New York Post; ABC7 (New York); Yahoo News,"On 12 February 2021, about 100 demonstrators held a 'Defund the Police' rally and marched through New York - Manhattan (New York) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent when demonstrators witnessed a man assault a Black transgender woman demonstrator. Rioters were alleged to have said 'he's a cop!' due to thinking they saw the man, who was actually a photographer for the Daily News, at a previous demonstration. Dozens of demonstrators then surrounded the photographer and began shoving and beating him with their fists and other objects. The victim suffered a bloody nose but no other injuries and declined medical attention. Police then arrested the Black transgender woman who was attacked as well as a journalist and 9 other rioters for a total of 11 arrests. Two police officers suffered minor injuries. [size=about 100]",0,1614122725
817,11-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),VOCAL-NY: Voices Of Community Activists and Leaders - New York,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Spectrum News NY1; AM New York,"On 11 February 2021, about 50 people and members of Vocal NY demonstrated in outside Governor Cuomo's office in New York - Manhattan (New York) calling on Governor Cuomo to support the Invest in Our New York Act which would address drug overdoses and homelessness by taxing the rich to fund economic recovery from the coronavirus pandemic. Protesters temporarily blocked traffic with a makeshift house. [size=about 50]",0,1613516909
857,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),RAR: Rise and Resist,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter,"On 10 February 2021, people organized by Rise and Resist protested in New York - Manhattan (New York) demanding former President Trump be convicted in his second impeachment trial for inciting insurrection resulting from the attack on the Capitol on 6 January 2021. [size=no report]",0,1613516909
858,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,Queens,New York - Queens,40.7308,-73.7958,Twitter,"On 10 February 2021, people rallied outside a courthouse in New York - Queens (New York) in support of an individual who has been jailed since he was 15 and maintains he is innocent. [size=no report]",0,1613516909
861,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Women (United States),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,Twitter,"On 10 February 2021, roughly 40 people protested in New York - Bronx (New York) against the police's handling of a situation where a Black woman was having a mental health crisis earlier in the week. [size=roughly 40]",0,1613516909
884,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Tigray Ethnic Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 10 February 2021, hundreds of people protested outside the United Nations in New York - Manhattan (New York) against the conflict in Ethiopia where the government has killed many people in the Tigray region of the country and in solidarity with the Tigray people. The demonstrators carried Tigray flags and speeches were made in Tigrinya. [size=hundreds]",0,1613516909
890,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States); Fight for 15,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Crowd Counting Consortium; PIX11,"On 10 February 2021, people, workers, and members of One Fair Wage, rallied outside of Sen. Schumer's office in New York - Manhattan (New York) demanding he make the Raise the Wage Act a priority. [size=no report]",0,1613516909
895,10-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,New York,New York City,40.7142,-74.0059,CBS2 (New York); Twitter,"On 10 February 2021, dozens of cab drivers affiliated with New York Taxi Workers Alliance (NYTWA) protested around Brooklyn and Manhattan in New York City (New York) demanding for debt forgiveness. The drivers momentarily shut down the Brooklyn Bridge in Brooklyn and marched around Sen. Schumer's home in Brooklyn and at Gracie Mansion, the residence of New York City mayor, in Manhattan, New York. They called for state and federal lawmakers to provide financial relief over taxi medallion loan debt exacerbated by the coronavirus pandemic. [size=dozens]",0,1613516909
1012,8-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,New York,New York City,40.7142,-74.0059,Tucson Sentinel,"On 8 February 2021, an unreported number of people staged a 'Raise the Wage' rally in New York City (New York) in support of a $15 minimum wage. The protest was part of the One Fair Wage national campaign. [size=no report]",0,1613516909
1035,8-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Prisoners (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium; News12 (Bronx),"On 8 February 2021, people demonstrated outside of Edgecomb Prison in New York - Manhattan (New York) demanding inmates have access to vaccines, better protections from coronavirus, and ending solitary confinement. [size=no report]",0,1613516909
1080,7-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter,"On 7 February 2021, around 20 people protested in Washington Square Park in New York - Manhattan (New York) against police brutality after a 9 year old was handcuffed and pepper sprayed on 29 January 2021. [size=around 20]",0,1613516909
1146,6-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Students (United States),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,New York Post,"On 6 February 2021, student athletes and others protested outside of the Bronx Supreme Courthouse in New York - Bronx (New York) calling for Mayor de Blasio to let students play sports during the pandemic as they do not believe playing sports spreads coronavirus. [size=no report]",0,1613516909
1147,6-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Students (United States),United States,New York,Queens,New York - Queens,40.7308,-73.7958,New York Post,"On 6 February 2021, student athletes and others protested in Roy Wilkins Park in New York - Queens (New York) calling for Mayor de Blasio to let students play sports during the pandemic as they do not believe playing sports spreads coronavirus. [size=no report]",0,1613516909
1175,6-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),Abolish ICE; Government of the United States (2021-),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Indypendent; Twitter; News12 (Bronx),"On 6 February 2021, close to 120 people marched from Foley Square in Brooklyn, to New York Attorney General's office, to the United States Citizenship and Immigration Services (USCIS) in New York - Manhattan (New York) calling attention to issues an immigrant individual is facing, calling for systemic change and against abuses of power, calling for Immigration Customs and Enforcement (ICE) to be abolished, and calling for justice for an individual who was shot by an ICE officer in 2020. They also chanted 'What's outrageous? Kids in cages!' [size=close to 120]",0,1613516909
1194,5-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter,"On 5 February 2021, about 50 people protested outside of Gracie Mansion, the Governor's residence, in New York - Manhattan (New York) in support of Black Lives Matter and against police harassment of Black protesters and their families, chanting Ain't no justice in this town'. [size=about 50]",0,1612913872
1263,4-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York City,40.7142,-74.0059,AM New York,"On 4 February 2021, people, organized by City Council candidate Christopher Marte, rallied at the Tweed Courthouse in New York City (New York) demanding the Department of Education give the city's public schools amnesty on their budget due to the coronavirus pandemic. [size=no report]",0,1613516909
1269,4-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 4 February 2021, people participated in the Stonewall march in New York - Manhattan (New York) in support of Black Lives Matter movement and against police brutality. During the demonstration, a group called the Guardian Angels were present to intimidate. After the protest, as protesters were getting on the subway to go home, two members of Guardian Angels followed some of the demonstrators onto the train, where the intimidation continued, with no serious physical engagement. [size=no report]",0,1612913871
1318,4-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),LGBT (United States); BLM: Black Lives Matter,United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,PIX11,"On 4 February 2021, people protested in Herald Square New York - Bronx (New York) calling for Black and brown communities to have more equitable access to the coronavirus vaccine. [size=no report]",0,1612913872
1334,3-Feb-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York City,40.7142,-74.0059,Radio.com; Crowd Counting Consortium,"On 3 February 2021, parents protested in City Hall Park in New York City (New York) demanding schools open and remain open now that the Director of the Centers for Disease Control has said schools are safe amid the coronavirus pandemic. [size=no report]",0,1612913871
1488,31-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Women (United States); African American Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter,"On 31 January 2021, people rallied at the statue of Harriet Tubman in Harlem New York - Manhattan (New York) calling for further protection for Black women as a Black Harlem woman had been recently beaten by multiple men. [size=no report]",0,1612913872
1493,31-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,Indypendent; Twitter,"On 31 January 2021, family, members of Make the Road NY, UnLocal, and Congressman Ritchie Torres protested outside the Bronx Supreme Cory in New York - Bronx (New York) calling for an individual slated for deportation be allowed to stay in the US. [size=no report]",0,1612913871
1494,31-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,West Side Rag,"On 31 January 2021, people rallied in New York - Manhattan (New York) against masks, vaccine mandates, and coronavirus itself calling it a 'so-called pandemic.' [size=no report]",0,1612913872
1530,31-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,New York Post,"On 31 January 2021, dozens of members of the New York Young Republicans Club participated in a 'Re-Occupy Wall Street' rally at Zuccotti Park in New York - Manhattan (New York) against Wall Streets actions amid the GameStop and Reddit controversy, as protesters believe Wall Street's actions further hurt regular people and protects the rich. Reddit users drove up the stock of GameStop causing hedge fund managers to lose millions and as a result, trading app Robinhood stopped all buying of GameStop stock to protect hedge funds. [size=dozens]",0,1612913872
1719,28-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2021-),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,Twitter; Make the Road New York,"On 28 January 2021, people and Rep. Jamaal Bowman protested in New York - Bronx (New York) calling on Governor Cuomo to tax the rich and invest in New York to help with economic recovery due to the coronavirus pandemic. [size=no report]",0,1612546516
1721,28-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),LGBT (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Indypendent; New York Post; Rise and Resist NY,"On 28 January 2021, around 300 people with the Stonewall March and others marched to Wall Street in New York - Manhattan (New York) demanding charges against protesters be dropped and that all inmates be released due to the coronavirus pandemic. Others marched calling for Governor Cuomo to tax the rich and invest in New York. Others protested due to the overnight rise in GameStop stocks and the losses it caused hedge fund managers in which app trading app Robinhood then shutdown trades on certain stocks to prevent further losses. People chanted, 'Shame!', 'Eat the rich', 'Fuck Robinhood', and 'Robinhood has got to go'. [size=around 300]",0,1612546516
1782,28-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Indypendent; PIX11,"On 28 January 2021, people protested in Foley Square in New York - Manhattan (New York) in support of an individual slated for deportation, demanding he be allowed to stay in the US, and all Immigration and Customs Enforcement (ICE) detainees be released and end all deportations. [size=no report]",0,1612546516
1869,26-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Indian Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Indypendent,"On 26 January 2021, Indian Americans marched in protest from Times Square to the United Nations Headquarters in New York - Manhattan (New York) in support of farmers in India protesting against proposed legislation that would impact their livelihoods, they chanted 'No farmers, no food!' [size=no report]",0,1612546516
1870,26-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Indypendent; Twitter,"On 26 January 2021, members of New Immigrant Community Empowerment and others protested in Times Square New York - Manhattan (New York) calling attention to the dignity of essential workers and for taxing the rich to help fund economic recovery due to the coronavirus pandemic. [size=no report]",0,1612546516
1872,26-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Amnesty International; News12 (Bronx),"On 26 January 2021, nearly a dozen demonstrators held a rally, organized by Surveillance Technology Oversight Project (STOP), in New York - Manhattan (New York) calling on the city and state to ban the use of facial recognition technology believing it negatively affects people of color. [size=nearly a dozen]",0,1612546516
1936,25-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),DSA: Democratic Socialists of America,United States,New York,Queens,New York - Queens,40.7308,-73.7958,Middle East Eye; Crowd Counting Consortium,"On 25 January 2021, a few dozen people organized by NYC-Democratic Socialists of America and he Yemeni Alliance Committee protested outside of Rep. Meeks' office in New York - Queens (New York) urging him to pass the War Powers Resolution which would withdraw US support from the Saudi coalition in the war in Yemen. [size=a few dozen]",0,1612546516
2006,24-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),SM: Sunrise Movement; XR: Extinction Rebellion,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Rise and Resist NY; Twitter,"On 24 January 2021, people organized by Rise and Resist, Sunrise Movement, and Extinction Rebellion protested in New York - Manhattan (New York) against the Enbridge Line 3 Tar Sands and called on multiple banks to stop funding the pipeline. [size=no report]",0,1612546516
2007,24-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium; New York Daily News,"On 24 January 2021, people organized by UnLocal rallied at Foley Square in New York - Manhattan (New York) demanding an individual facing deportation be allowed to stay in the US. [size=no report]",0,1612546516
2008,24-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,AM New York,"On 24 January 2021, more than 30 cab drivers protested outside of Gracie Mansion in New York - Manhattan (New York) calling for medallion debt relief due to coronavirus pandemic. [size=more than 30]",0,1612546516
2009,24-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Laundry Workers Center; Twitter,"On 24 January 2021, people protested outside of Wash Supply in New York - Manhattan (New York) against Wash Supply for alleged wage theft, retaliating against employees for organizing, and for firing an employee who was leading the organizing effort who protesters demand be rehired. [size=no report]",0,1612546516
2072,23-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,ABC7 (New York),"On 23 January 2021, people rallied outside of Buunni Coffee in Riverdale New York - Bronx (New York) demanding government provide more relief for small businesses due to the coronavirus pandemic. [size=no report]",0,1612546516
2074,23-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 23 January 2021, about 200 people protested outside the Russian Consulate in New York - Manhattan (New York) in support of Alexei Navalny, an opposition leader who was jailed upon his return to Russia after being poisoned and flown to Germany for treatment. [size=about 200]",0,1612546516
2136,23-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Women (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,PIX11; Crowd Counting Consortium,"On 23 January 2021, people rallied in Harlem New York - Manhattan (New York) against violence against women after a woman was assaulted outside of a liquor store in Harlem on 18 January 2021, calling for lawmakers to make punishments harsher for men who assault women and the elderly. Three men and the woman got into a verbal argument when two of the men kicked the woman and the other bit her on the forehead and then stole her phone. The woman was taken to the hospital and treated for the bite, pain, and bruising. [size=no report]",0,1612546516
2207,22-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,New York Times,"On 22 January 2021, employees and members of Teamsters Local 202 protested outside of Hunts Point Produce Market as part of an ongoing strike in New York - Bronx (New York) demanding an increase in pay after contract negotiations broke down, saying they are being paid unfair wages for being essential workers in the coronavirus pandemic. [size=no report]",0,1612546516
2209,22-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 22 January 2021, 100 people protested outside of the United Nations Headquarters in New York - Manhattan (New York) in solidarity with Ugandans who believe their election was manipulated by President Museveni and demand that opposition candidate Bobi Wine be released from house arrest. [size=100]",0,1612546516
2210,22-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Students (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,CBS2 (New York); Crowd Counting Consortium,"On 22 January 2021, a small demonstration was held on campus of Columbia University in New York - Manhattan (New York) in support of students holding a tuition strike, calling for their tuition to be reduced by 10% during the coronavirus pandemic. [size=no report]",0,1612546516
2258,21-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States); Health Workers (United States),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,World Socialist Web Site,"On 21 January 2021, employees and members of Teamsters Local 202 protested outside of Hunts Point Produce Market as part of an ongoing strike in New York - Bronx (New York) demanding an increase in pay after contract negotiations broke down, saying they are being paid unfair wages for being essential workers in the coronavirus pandemic., residents from Montefiore Hospital also protested in solidarity. [size=no report]",0,1612546516
2260,21-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; LGBT (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Twitter; Crowd Counting Consortium,"On 21 January 2021, more than 200 people participated in the 'Black Liberation Rally' outside of Stonewall Inn in New York - Manhattan (New York) in support of Black Lives Matter. [size=more than 200]",0,1612546516
2262,21-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York City,40.7142,-74.0059,AP; ABC7 (New York),"On 21 January 2021, people organized by the New York Immigration Coalition rallied in Battery Park in New York City (New York) in support of President Biden ending President Trump's Muslim Travel Ban and called on President Biden and Sen. Schumer to pass further immigration reform. [size=no report]",0,1612546516
2302,20-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States); Government of the United States (2021-),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,Gothamist,"On 20 January 2021, dozens of employees, members of Teamsters Local 202, Rep. Alexandria Ocasio-Cortez, and NYC Public Advocate Jumaane Williams, and Assemblymember Amanda Septimo, protested outside of Hunts Point Produce Market as part of an ongoing strike in New York - Bronx (New York) demanding an increase in pay after contract negotiations broke down, saying they are being paid unfair wages for being essential workers in the coronavirus pandemic. [size=dozens]",0,1612546516
2304,20-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Workers Assembly Against Racism; Twitter,"On 20 January 2021, about 50 people organized by Workers Assembly Against Racism led a 'Shut Down Racism' protest in Times Square New York - Manhattan (New York) against white supremacy and fascism. [size=about 50]",0,1612546516
2305,20-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Count Love; Fight Back News,"On 20 January 2021, over 50 people, New Abolitionist Movement, Cuba Si Coalition, New York Community Action Project, and Families for Freedom organized by People's United Front protested in Harlem New York - Manhattan (New York) demanding an end to mass incarceration, release of all political prisoners, end police terror, affordable housing for all, amnesty for all undocumented immigrants, an end to US military interventions abroad, and they chanted, 'Free them all!' and 'How do you spell racist? N-Y-P-D!' [size=over 50]",0,1612546516
2306,20-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,AM New York,"On 20 January 2021, people protested in Zuccotti Park in New York - Manhattan (New York) in support of pursuing justice against President Trump, holding President Biden accountable in protecting the rights of underprivileged Americans, in solidarity with the workers striking at Hunts Point Market, and against mass layoffs due to the coronavirus pandemic. [size=no report]",0,1612546516
2415,19-Jan-21,2021,Protests,Protest with intervention,Protesters (United States),Labour Group (United States); Government of the United States (2017-2021),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,New York Daily News; City (New York),"On 19 January 2021, nearly 400 employees, Rep. Ritchie Torres, NYC Mayoral candidate Andrew Yang, and members of Teamsters Local 202 protested outside of Hunts Point Produce Market as part of an ongoing strike in New York - Bronx (New York). The protesters are demanding an increase in pay after contract negotiations broke down, saying they are being paid unfair wages for being essential workers amid the coronavirus pandemic. Police announced that the protesters were blocking traffic and would be arrested if they did not leave the street. Protesters began chanting 'Hands up! Don't shoot!' before police arrested at least 5 protesters who remained in the street. [size=nearly 400]",0,1612546516
2416,19-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,Queens,New York - Queens,40.7308,-73.7958,QNS,"On 19 January 2021, dozens of tenants of Woodside Houses and community members organized by Justice for All Coalition rallied in New York - Queens (New York) demanding action on six apartments that have been without gas since November and other issues. [size=dozens]",0,1612546516
2417,19-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021); Labour Group (United States),United States,New York,New York,New York City,40.7142,-74.0059,AM New York,"On 19 January 2021, people, Manhattan Assemblymember Harvey Epstein, and members of TWU Local 100 organized by Riders Alliance rallied outside of Metropolitan Transportation Authority (MTA) offices in New York City (New York) calling for the restoration of 24 hour service and a tax increase to fund MTA to help with economic recovery from the coronavirus pandemic. [size=no report]",0,1612546516
2508,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,Fox5 (New York),"On 18 January 2021, employees and members of Teamsters Local 202 protested outside of Hunts Point Produce Market in New York - Bronx (New York) demanding an increase in pay after contract negotiations broke down, saying they are being paid unfair wages for being essential workers in the coronavirus pandemic. [size=no report]",0,1612546515
2510,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,AM New York,"On 18 January 2021, people, Council Member Ben Kallos, and the Coalition to Protect Chinatown protested in New York - Manhattan (New York) against the construction of luxury apartment buildings believing they are victims of racist rezoning policies. [size=no report]",0,1612546515
2511,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021); African American Group (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Rise; Abolish NYC ACS; Crowd Counting Consortium; Twitter,"On 18 January 2021, people, State Assemblywoman Latrice Walker, and City Councilmember Alicka Ampry Samuel organized by JMACforFamilies rallied in Harlem New York - Manhattan (New York) calling for New York Administration for Children's Services to be abolished as protesters believe the organization punishes families of color for being poor. [size=no report]",0,1612546515
2558,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,Bronx,New York - Bronx,40.8451,-73.8649,News12 (Long Island); Indypendent,"On 17 January 2021, people organized by Mott Haven Families protested outside of New York Police Department (NYPD) 40th Precinct in New York - Bronx (New York) demanding justice for the mass arrest of protesters by NYPD on 4 June 2020. [size=no report]",0,1612546515
2559,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,ABC7 (New York),"On 17 January 2021, people rallied outside of the Arlo Hotel in New York - Manhattan (New York) calling for a hotel employee to apologize for their actions regarding the situation in December 2020 where a 22-year-old woman accused a 14-year-old boy of stealing her phone and she then attacked him even though he did not steal it and it was returned by her Uber driver. [size=no report]",0,1612546515
2560,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Students (United States),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Crowd Counting Consortium; News12 (Bronx),"On 17 January 2021, student athletes, parents, and coaches demonstrated outside of Gracie Mansion in New York - Manhattan (New York) against canceling sports due to coronavirus and inequalities within the school system. [size=no report]",0,1612546515
2668,16-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021),United States,New York,New York,New York - Manhattan,40.7834,-73.9663,AM New York,"Around 16 January 2021 (weekend of), 50 people gathered outside the Judson Memorial Church in New York - Manhattan (New York) in support of an individual who was deported to Haiti, calling for him to be allowed back into the United States. [size=50]",0,1612546515
